answerKey,question,choices
B,What is the best way to begin going into trance?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['religious experience', 'closed eyes', 'loss of control', 'sleep',
       'hallucination'], dtype=object)}"
A,A computer user working on an important work assignment is located in what structure?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['office building', 'internet cafe', 'house', 'school',
       'internet cafe'], dtype=object)}"
A,The music was festive but why are the horses dancing in circles,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['carnival', 'night club', 'theatre', 'opera', 'ringmaster'],
      dtype=object)}"
A,In the building where James worked there was a small mezzanine in the auditorium to make more space for seats.  Where might James work?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['theater', 'floors', 'concert hall', 'education', 'school'],
      dtype=object)}"
D,If you aren't well rested and it's a rainy day what might you do?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sleep', 'write', 'make bread', 'stay in bed', 'enjoy film'],
      dtype=object)}"
D,What kind of place has a revolving door and has things to buy in it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new york', 'public place', 'bank', 'mall', 'supermarket door'],
      dtype=object)}"
C,Where can books be read?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cabinet', 'backpack', 'table', 'shelf', 'sink'], dtype=object)}"
C,Where is seaweed usually found alive?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ocean', 'found in ocean', 'water', 'found in sea', 'beach'],
      dtype=object)}"
E,"If a lizard is fed by people every day, what has happened to it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['documentary', 'costa rica', 'garden', 'encouragement',
       'captivity'], dtype=object)}"
C,What will happen to someone if his or her spirits cannot elevate?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sadden', 'demote', 'depress', 'drop', 'decrease'], dtype=object)}"
B,"If you wanted a license to catch crabs, what government office would you go to?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['most offices', 'fish department', 'fancy restaurant',
       'government submarine', 'chesapeake bay'], dtype=object)}"
B,What furniture will you normally find near a side chair?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bedroom', 'table', 'wheel barrow', 'building', 'office'],
      dtype=object)}"
C,Metal is used to make what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['junkyard', 'ore', 'instruments', 'metal fabrication shop',
       'bowls'], dtype=object)}"
D,What is the word added to Manchester that signifies what county it is in?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['england', 'united kingdome', 'lancashire', 'greater manchester',
       'cheshire'], dtype=object)}"
E,"The program kept getting errors, the amateur end user began to what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['get mad', 'compile', 'debug', 'write code', 'get frustrated'],
      dtype=object)}"
B,"John knew that the sun produced a massive amount of energy in two forms.  If you were on the surface of the sun, what would kill you first?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ocean', 'heat', 'life on earth', 'wrinkles', 'light'],
      dtype=object)}"
B,Lawyers often talk in front of an audience where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['work', 'courtroom', 'office building', 'press charges', 'theatre'],
      dtype=object)}"
B,James bought a new set of tire chains and put them somewhere he could find them.  Where would he put them?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gear shift', 'garage', 'kitchen', 'jewelry store',
       'hardware store'], dtype=object)}"
A,"If I wanted to eat something that is made from plants and needs to be washed, what would it be?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['roots', 'millions of cells', 'see work', 'leaves to gather light',
       'flowers on'], dtype=object)}"
A,"Ficus can be planted in a yard to make summer more bearable, what sort of areas do they create?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shady places', 'screened porch', 'pots', 'ceramics', 'clay pot'],
      dtype=object)}"
A,Children's behavior is a direct reflection of their what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['parents', 'old people', 'play ball', 'many adults', 'grown ups'],
      dtype=object)}"
E,Most people who are family like to greet each other with a what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['apartments', 'listen to music', 'have friends',
       'know what ophiolites', 'hug'], dtype=object)}"
D,John bought a new water hose.  But he found his old one near his car.  Where did he find the old one?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['garden shed', 'hardware store', 'greenhouse', 'garage',
       'in a van'], dtype=object)}"
D,Where is a control room needed to prevent wide spread disaster?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['airbase', 'prison', 'mill', 'nuclear plant', 'recording studio'],
      dtype=object)}"
B,Where do you keep your pizza slice before you eat it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['table', 'plate', 'restaurant', 'oven', 'popular'], dtype=object)}"
A,"Everybody was changing into costumes in the dressing room, it was almost time to take the what stage?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['theater', 'train', 'bathhouse', 'dwelling',
       'actors and actresses'], dtype=object)}"
D,"The homeowner frowned at the price of gas, what did he have to do later?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['own home', 'mail property tax payments', 'board windows',
       'cut grass', 'receive mail'], dtype=object)}"
C,"A thoroughfare meandered through fields and woods, where was it passing though?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['move about', 'city', 'country', 'town', 'new york city'],
      dtype=object)}"
A,"If I want a new ottoman, where should I go?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['furniture store', 'parlor', 'turkey', 'living room', 'den'],
      dtype=object)}"
A,Sean was leaving work and took the roadway that led to his what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['neighborhood', 'city', 'fate', 'countryside', 'maps'],
      dtype=object)}"
C,What can you use to get a jellyfish?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['adriatic sea', 'mediterranean sea', 'hand', 'see',
       'atlantic ocean'], dtype=object)}"
A,What has a shelf that does not allow you to see what is inside of it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['chest of drawers', 'stove', 'hold alcohol', 'bookcase',
       'grocery store'], dtype=object)}"
B,What will likely happen after stabbing to death a person?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gruesome', 'being arrested', 'pool of blood', 'mess', 'grisly'],
      dtype=object)}"
E,"The boat passenger was explaining his fear of blowfish, but the captain figured he meant piranhas since they were on a river in the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cuba', 'styx', 'atlantic ocean', 'france', 'jungle'], dtype=object)}"
C,Where could you find only a few office?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['skyscraper', 'new york', 'school building', 'city', 'work'],
      dtype=object)}"
E,Where can I go to be a religious gentleman?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['club', 'restaurant', 'university', 'pub', 'church'], dtype=object)}"
A,"I want to see a prepared slide up close, what would I use to help?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['microscope', 'abbreviate', 'glasses', 'camera', 'telescope'],
      dtype=object)}"
D,"Where can you buy a magazine, paper or gum?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bank', 'rack', 'bed', 'newsstand', 'bus depot'], dtype=object)}"
D,Where would you get some wood if you do not have any?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['carpet', 'boat', 'river', 'lumberyard', 'synagogue'], dtype=object)}"
C,"The pitcher felt stress and tension on the mound, what did he feel like?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['desert', 'baseball field', 'hell', 'baseball diamond',
       'baseball stadium'], dtype=object)}"
D,What negative effect can competing in a chess game on a cold day have?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['enemies', 'perform better', 'sweat', 'tension', 'frostbite'],
      dtype=object)}"
E,Why is it hard for a young child to read a long book?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['knowledge', 'cover', 'no pictures', 'past', 'many words'],
      dtype=object)}"
E,On a hot day what can you do to enjoy something cool and sweet?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dive', 'cool off', 'fresh cake', 'go for swim', 'eat ice cream'],
      dtype=object)}"
E,What is likely to be found in a book that is not a foreword?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['last word', 'conclusion', 'ikea instructions', 'afterword',
       'epilogue'], dtype=object)}"
D,How many hours are in a day?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['week', 'bright', 'night', 'twenty four', 'year'], dtype=object)}"
E,Why is religion so hard to understand?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['both positive and negative', 'unknowable', 'important to people',
       'ocean', 'confusing'], dtype=object)}"
B,"The couple explained they were having trouble communicating, it seemed every conversation took great what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['thinking', 'effort', 'laugh', 'force', 'medium'], dtype=object)}"
E,What would a person need to do if his or her captain dies at sea?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cross street', 'have a party', 'experience life', 'cross road',
       'man crew'], dtype=object)}"
A,What do children require to grow up healthy?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['need care', 'come home', 'fast food', 'watch television',
       'wash dishes'], dtype=object)}"
B,I house outside the center of a community is said to be where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['city', 'subdivision', 'newspaper', 'residential area', 'street'],
      dtype=object)}"
C,"The field general began to write out a letter to the king, he was told to send what when the enemy was near?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['syllable', 'english alphabet', 'word', 'email', 'invitation'],
      dtype=object)}"
D,What will you put on a pen to prevent it from drying out?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['write sentences on paper', 'ink in', 'ink cartridges', 'caps',
       'cling film'], dtype=object)}"
E,"After climbing the mountains, the explored found the cave, what was the general goegraphy of the region he found it in?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['west virginia', 'kentucky', 'desert', 'sea', 'rocky hills'],
      dtype=object)}"
B,"They dealt with combustible mixtures in their experiments, this is why they kept a fire extinguisher where?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hospital', 'chemistry lab', 'most businesses', 'classroom',
       'public building'], dtype=object)}"
A,"If someone mean wanted to insult somebody by calling them a fruit, where is probably not the smartest place to do it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gay bar', 'market', 'grocery store', 'refrigerator', 'container'],
      dtype=object)}"
B,Where would you get a toothpick if you do not have any?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['box', 'grocery store', 'eyes', 'chewing', 'mouth'], dtype=object)}"
E,What would you be building if you designed a place for an annoying critter to stay?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['spread disease', 'swamp', 'fly away', 'cat condo', 'bug campers'],
      dtype=object)}"
